"TOA5","T_leaf_PM","CR300","24887","CR300-CELL215.Std.11.00","CPU:Tleaf32x20240429.CR300","41245","Status"
"TIMESTAMP","RECORD","OSVersion","OSDate","OSSignature","SerialNumber","RevBoard","StationName","ProgName","StartTime","RunSignature","ProgSignature","WatchdogErrors","PanelTemp","Battery","LithiumBattery","CompileResults","StartUpCode","ProgErrors","VarOutOfBound","SkippedScan","WiFiUpdateReq","DataStorageSize","DataStorageFree","SerialFlashErrors","MemorySize","MemoryFree","CPUDriveFree","CommsMemFree","FullMemReset","MeasureTime","ProcessTime","MaxProcTime","PortStatus(1)","PortStatus(2)","PortConfig(1)","PortConfig(2)","SW12Volts","PakBusRoutes","CalGainSlow2500","CalGainMed2500","CalGainFast2500","CalGainSlow34","CalGainMed34","CalGainFast34","CalOffset"
"TS","RN","","","","","","","","","","","","DegC","Volts","","","","","","","","bytes","bytes","","bytes","bytes","bytes","","","usec","usec","usec","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-25 16:59:57.268",27,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,29.82955,12.27047,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4372195,4473136,0,0,"Output","Output",0,"121,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 17:31:59.769",28,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,27.45529,12.27753,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4373223,4473136,0,0,"Output","Output",0,"122,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 17:59:56.747",29,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,29.47765,12.22151,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4375194,4473136,0,0,"Output","Output",0,"122,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 18:35:12.374",30,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,27.55927,12.26682,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4373234,4473136,0,0,"Output","Output",0,"124,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 18:59:56.589",31,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,28.90832,12.26487,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4375233,4473136,0,0,"Output","Output",0,"124,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 19:35:08.17",32,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,26.84027,12.2466,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4373157,4473136,0,0,"Output","Output",0,"126,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 19:59:54.287",33,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,27.98854,12.25244,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4374253,4473136,0,0,"Output","Output",0,"126,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 20:35:09.484",34,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,25.72842,12.21468,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4370214,4473136,0,0,"Output","Output",0,"128,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 20:59:53.992",35,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,26.54919,12.23612,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4369189,4473136,0,0,"Output","Output",0,"128,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 21:31:55.617",36,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,23.77095,12.24903,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4367176,4473136,0,0,"Output","Output",0,"129,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
